1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,1,0,0,1,0,0
1,1,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,1,0,0,2,0,0
1,0,0,0,0,0,0,0,1,0,0,3,1,1
1,1,1,0,1,0,0,0,1,0,0,6,2,1
1,0,0,0,0,0,0,0,0,0,0,6,2,1
1,0,0,0,0,0,0,0,0,0,0,6,5,1
1,1,1,0,0,0,0,0,1,0,0,5,7,1
1,0,0,0,1,0,0,0,1,0,0,3,8,1
1,0,0,0,0,0,0,0,1,0,0,1,10,1
1,0,0,0,0,0,0,0,1,0,0,0,11,2
1,0,0,0,0,0,0,0,0,0,0,0,10,3
1,0,1,0,0,0,0,0,1,0,0,0,8,6
1,0,0,0,1,0,0,0,1,0,0,0,4,11
1,0,0,0,0,0,0,0,0,0,0,0,1,13
1,0,1,0,0,0,0,0,1,0,0,0,1,12
1,0,0,0,0,0,0,0,0,0,0,0,0,9
1,0,0,0,0,0,0,0,0,0,0,0,0,8
1,0,0,0,0,0,0,0,1,0,0,0,0,7
1,0,0,0,0,0,0,0,1,0,0,0,0,5
1,0,0,0,0,0,0,0,1,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,1,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,1,0,0,0,1,0,0,1,-1,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,0
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,1,0,0,0,0,0,0,0,-1,1,0,1
1,0,0,0,0,0,0,0,1,0,-1,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,0
1,0,1,0,1,0,0,0,1,0,0,2,1,1
1,0,0,0,0,0,0,0,1,-1,0,2,1,1
1,0,0,0,1,0,0,0,1,0,0,3,1,1
1,0,1,0,1,0,0,0,1,0,0,6,2,1
1,0,0,0,0,0,0,0,0,0,-1,4,3,1
1,0,1,0,0,0,0,0,0,0,-1,1,8,2
1,0,0,0,0,0,0,0,1,0,0,0,10,1
1,0,0,0,0,0,0,0,0,0,-1,0,10,2
1,0,1,0,1,0,0,0,1,0,0,0,9,4
1,0,0,0,1,0,0,0,0,0,0,0,6,8
1,0,0,0,1,0,0,0,1,0,-1,0,3,11
1,0,0,0,1,0,0,0,0,0,0,0,1,13
1,0,0,0,0,0,0,0,0,0,-1,0,0,11
1,0,0,0,0,0,0,0,0,0,-1,0,0,9
1,0,0,0,0,0,0,0,1,0,0,0,0,6
1,0,0,0,0,0,0,0,0,0,-1,0,0,4
1,0,0,0,0,0,0,0,1,0,-1,0,0,3
1,0,0,0,0,0,0,0,1,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,-5,0,1
1,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,1,0,0,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,0,-1,0,0,1
1,1,1,0,1,0,0,0,1,0,0,2,1,1
1,0,0,0,0,0,0,0,0,0,-1,4,2,1
1,0,0,0,0,0,0,0,0,0,-1,4,2,1
1,1,1,0,0,0,0,0,1,0,0,4,2,1
1,0,0,0,0,0,0,0,0,0,-1,1,5,1
1,0,0,0,1,0,0,0,1,0,-1,1,9,1
1,0,0,0,0,0,0,0,1,0,0,0,10,2
1,0,0,0,0,0,0,0,0,0,-1,0,9,2
1,0,1,0,0,0,0,-1,1,0,0,0,7,7
1,0,0,0,0,0,0,0,1,0,0,1,5,10
1,0,0,0,0,0,0,0,0,0,-1,0,2,13
1,0,1,0,1,0,0,0,1,0,0,0,1,13
1,0,0,0,0,0,0,0,0,0,-1,0,0,11
1,0,0,0,0,0,0,0,0,0,-1,0,0,9
1,0,0,0,1,0,0,0,1,0,0,0,0,7
1,0,0,-1,0,0,0,0,0,0,-1,0,0,5
1,0,0,-1,0,0,0,0,0,0,-1,0,0,3
1,0,0,0,0,0,0,0,1,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,1,0,0,0,1,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,1,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,2,1,1
1,0,0,0,0,0,0,0,1,0,-1,2,1,1
1,0,0,0,0,0,0,0,1,0,-1,3,2,1
1,0,0,0,0,0,0,0,0,0,-1,2,3,1
1,1,1,0,0,0,0,0,1,0,0,1,5,1
1,0,0,0,0,0,0,0,0,0,-1,0,7,1
1,0,0,0,0,0,0,0,1,0,-1,0,8,2
1,0,1,0,0,0,0,0,1,0,0,1,7,3
1,0,0,0,0,0,0,0,0,0,-1,0,5,7
1,0,0,0,0,0,0,0,0,0,-1,0,3,11
1,0,0,0,0,0,0,0,1,0,0,0,2,15
1,0,0,0,0,0,0,0,0,0,-1,0,1,15
1,0,1,0,1,0,0,0,1,0,-1,0,1,13
1,0,0,0,1,0,0,0,1,0,-1,0,0,11
1,0,0,0,0,0,0,0,1,0,-1,0,0,8
1,0,0,0,0,0,0,0,0,0,-1,0,1,7
1,0,0,0,0,0,0,0,0,0,-1,0,0,4
1,0,0,-1,0,0,0,0,0,0,-1,0,0,2
1,0,0,0,0,0,0,0,1,0,-1,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,0,1,0,0,0,1,0,-1,0,0,1
1,0,0,-1,1,0,0,0,0,0,-1,0,0,0
1,0,0,0,1,0,0,0,0,0,-1,0,0,1
1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,-1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,-1,2,1,1
1,0,1,0,0,0,0,0,1,0,0,3,1,1
1,0,0,0,0,0,0,0,0,0,-1,3,1,1
1,-1,0,-1,0,0,0,0,0,0,-1,1,4,1
1,0,0,0,0,0,0,0,1,0,-1,1,8,1
1,0,0,0,0,0,0,0,0,0,-1,0,11,1
1,0,0,-1,0,0,0,0,0,0,-1,0,8,2
1,0,0,0,0,0,0,0,0,0,0,0,6,7
1,0,0,0,0,0,0,0,0,0,-1,0,3,10
1,0,0,-1,0,0,0,0,0,0,0,0,1,16
1,0,0,-1,0,0,0,0,0,0,-1,0,1,14
1,0,0,-1,0,0,0,0,0,0,-1,0,0,12
1,0,0,0,0,0,0,0,0,0,-1,0,0,9
1,0,0,0,0,0,0,0,0,0,-1,0,0,7
1,0,0,-1,0,-1,-1,0,0,0,-1,0,0,5
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,-1,0,-1,-1,0,0,0,-1,0,0,1
1,0,0,-1,0,0,-1,0,0,0,-1,0,0,1
1,0,0,-1,0,0,0,0,0,-1,-1,0,0,1
1,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,1
1,0,0,-1,0,0,0,0,0,0,-1,0,0,1
1,0,0,-1,0,0,0,0,0,0,-1,0,0,1
1,0,0,-1,0,-1,-1,0,0,-1,-1,0,0,1
1,0,0,0,0,0,0,0,0,0,-1,0,0,1
1,0,0,-1,0,0,0,0,0,0,-1,0,0,1
2,0,0,1,0,0,0,0,1,0,1,0,0,0
2,0,1,1,0,0,0,0,1,0,1,1,0,0
2,0,0,1,0,0,0,0,1,0,1,1,0,0
2,0,0,1,0,0,0,0,1,0,1,0,0,0
2,0,1,1,1,-1,0,0,1,0,1,1,0,0
2,0,0,1,1,0,0,0,1,0,1,0,0,0
2,0,1,1,1,0,0,0,1,0,1,1,0,0
2,1,1,1,1,0,0,0,1,0,1,1,0,0
2,0,0,1,0,0,0,0,0,0,1,1,0,0
2,0,0,1,0,0,0,0,0,0,1,1,0,0
2,0,1,1,1,0,0,0,1,0,1,1,0,0
2,0,0,1,0,0,0,0,0,0,1,0,0,0
2,0,1,1,1,0,0,0,1,0,2,1,0,0
2,1,1,1,1,0,0,0,1,0,2,2,0,0
2,0,0,1,0,0,0,0,0,0,1,2,0,0
2,1,1,1,1,0,0,0,1,0,1,3,0,0
2,0,0,1,0,0,0,0,1,0,1,3,0,0
2,0,0,1,0,0,0,0,1,0,1,3,0,0
2,1,1,1,1,0,0,0,1,0,1,3,1,0
2,0,0,1,1,0,0,0,0,0,1,3,1,0
2,1,0,1,1,0,0,0,1,0,1,4,3,0
2,1,0,1,1,0,0,0,1,0,1,4,4,1
2,0,0,1,0,0,0,0,0,0,1,3,6,0
2,0,0,1,0,0,0,0,1,0,1,3,9,0
2,0,0,1,0,0,0,0,1,0,1,1,10,1
2,0,0,1,0,0,0,0,0,0,1,0,12,0
2,0,1,1,1,0,0,0,1,0,1,0,11,1
2,0,0,1,0,0,0,0,1,0,1,0,8,4
2,0,0,1,0,0,0,0,0,0,1,0,5,10
2,0,1,1,0,0,0,0,1,0,1,0,2,14
2,0,0,1,0,0,0,0,0,0,1,0,1,14
2,0,0,1,0,0,0,0,0,0,1,0,0,11
2,0,0,1,0,0,0,0,1,0,1,0,1,9
2,0,0,0,0,0,0,0,0,0,1,0,0,6
2,0,0,1,1,0,0,0,0,0,1,0,0,4
2,0,0,1,0,0,0,0,1,0,1,0,0,1
2,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0,0,1,0,0,0,0,0,0,0,0,0,0
